index	SequenceA	SequenceB
2794	AF543969.1_38-121	Z97125.1_19-102
2795	AF361877.1_61-144	AF386013.1_65-148
2796	AB074054.1_104-187	AB078698.1_65-148
2797	AF386039.1_65-148	U92049.1_65-148
2798	Z97130.1_19-102	AF386055.1_65-148
2799	AY288855.1_65-148	AF391267.1_65-148
2800	AF484518.1_59-142	AB081217.1_65-148
2801	AF491235.1_65-148	AY451108.1_148-231
2802	AF084714.1_65-148	AF067157.1_232-315
2803	AB097870.1_232-315	AJ237565.1_870-953
2804	AF457088.1_59-142	AF386017.1_65-148
2805	AF543965.1_38-121	AF084726.1_65-148
2806	AF191474.1_21-104	AB097868.1_871-954
2807	AF443106.1_231-314	AY451168.1_147-230
2808	AJ276698.1_65-148	AF281682.1_65-148
2809	AF543977.1_38-121	U51189.1_871-954
2810	AF281729.1_65-148	AF491244.1_65-148
2811	AF255927.1_20-103	AY451088.1_148-231
2812	AF491246.1_65-148	AF377959.1_59-142
2813	AB081748.1_65-148	AY139491.1_35-118
2814	U88823.1_203-287	AB044049.1_65-148
2815	AY037280.1_59-142	AF408632.1_421-504
2816	AF017874.1_1-83	AB078005.1_809-892
2817	AB034893.1_65-148	U29405.1_65-148
2818	L11760.1_65-148	AF484490.1_59-142
2819	AJ276595.1_171-254	AY098610.1_65-148
2820	U68517.1_65-148	AF115443.1_65-148
2821	AY288841.1_65-148	AB081207.1_65-148
2822	AF457067.1_59-142	AF386041.1_65-148
2823	Z76043.1_36-119	AF326161.1_63-146
2824	M13136.1_852-935	AF063224.1_218-301
2825	AF543976.1_38-121	AF326169.1_62-145
2826	AB044074.1_65-148	AF159873.1_147-230
2827	AY451234.1_148-231	AY037279.1_59-142
2828	AF543977.1_38-121	AB097873.1_223-306
2829	AF084728.1_65-148	AF443090.1_230-313
2830	AF480705.1_8-91	AY339788.1_61-144
2831	U51189.1_871-954	Z79532.1_65-148
2832	AF076475.1_204-287	AF533119.1_65-148
2833	AY451105.1_148-231	AF418340.1_65-148
2834	Z97077.1_19-102	AF418476.1_65-148
2835	AY451099.1_148-231	AJ288982.1_871-954
2836	AF443100.1_230-313	AY371131.1_59-142
2837	AF084706.1_65-148	AF543960.1_38-121
2838	AF110976.1_344-427	AY134934.1_65-148
2839	L41178.1_65-148	AB044048.1_65-148
2840	AY093604.1_65-148	AF017894.1_29-112
2841	AY288876.1_65-148	AF543972.1_38-121
2842	L03702.1_65-148	AY339791.1_61-144
2843	AF418371.1_65-148	AB034885.1_65-148
2844	AB115513.1_65-148	AY178921.1_19-102
2845	L11778.1_65-148	AB044066.1_65-148
2846	AB023804.1_854-937	AF110972.1_244-327
2847	AY043173.1_65-148	AY167123.1_372-455
2848	U92049.1_65-148	AF155542.1_65-148
2849	AY074891.1_230-313	AY139451.1_35-118
2850	AF069946.1_51-134	AY134961.1_65-148
2851	AY173955.1_205-288	AF443099.1_231-314
2852	AF061641.1_256-339	AF386036.1_65-148
2853	AF071474.1_59-142	AF286230.1_201-284
2854	AF491245.1_65-148	AF028572.1_1-85
2855	AF386049.1_65-148	AY288886.1_65-148
2856	AY098615.1_65-148	AY451097.1_148-231
2857	AY352656.1_218-301	AY288851.1_65-148
2858	AB044068.1_65-148	U56898.1_65-148
2859	AF084688.1_65-148	AF386042.1_65-148
2860	AF532724.1_65-148	AF115444.1_65-148
2861	AB081209.1_65-148	U29250.1_65-148
2862	AB081746.1_65-148	AF110967.1_341-424
2863	AY206649.1_65-148	AY304496.1_59-142
2864	AF457057.1_59-142	AF281703.1_65-148
2865	AB044060.1_65-148	AF281769.1_65-148
2866	AF457086.1_59-142	Z79538.1_65-148
2867	AY423381.1_382-465	AF286253.1_334-417
2868	AY451180.1_148-231	AB081206.1_65-148
2869	AF386047.1_65-148	AF042100.1_853-936
2870	U37270.1_658-741	AY173958.1_202-285
2871	AF443080.1_232-315	AF107770.1_241-324
2872	AF386040.1_65-148	AY162223.1_856-939
2873	AY282089.1_65-148	AF286250.1_310-393
2874	AY451100.1_148-231	AF209990.1_72-155
2875	AF443092.1_231-314	AF484516.1_59-142
2876	AF457065.1_59-142	AF418413.1_65-148
2877	AY451173.1_148-231	L03707.1_65-148
2878	AY352654.1_219-302	Z79539.1_65-148
2879	AY371168.1_59-142	AF443114.1_230-313
2880	AY371170.1_59-142	AY282180.1_65-148
2881	AF470707.1_65-148	AF484484.1_59-142
2882	AF115448.1_65-148	AY423384.1_389-472
2883	AF418440.1_65-148	AF110968.1_341-424
2884	AY463237.1_304-387	Z76073.1_36-119
2885	AF408627.1_303-386	AF529654.1_65-148
2886	AF361872.1_61-144	AF103818.1_896-979
2887	AY139481.1_35-118	AF543969.1_38-121
2888	AF386056.1_65-148	AY134968.1_65-148
2889	AY371145.1_59-142	AF543973.1_38-121
2890	AB078697.1_65-148	AF484520.1_59-142
2891	AF286235.1_202-285	AY463231.1_304-387
2892	AF391264.1_65-148	AY043176.1_65-148
2893	AF418454.1_48-131	U34603.1_854-937
2894	AB081745.1_65-148	AY371159.1_59-142
2895	AY451230.1_148-231	AB081231.1_65-148
2896	AF110964.1_344-427	Z79557.1_65-148
2897	AB042480.1_65-148	AF061642.1_257-340
2898	Z97090.1_19-102	AY134958.1_65-148
2899	Z79533.1_65-148	U29414.1_65-148
2900	AY371121.1_59-142	AY125894.1_65-148
2901	L02317.1_401-484	AF355337.1_65-148
2902	L11791.1_65-148	AB090998.1_65-148
2903	AJ276596.1_173-256	U56347.1_49-132
2904	AF386053.1_65-148	AF457087.1_59-142
2905	AB044054.1_65-148	L11792.1_65-148
2906	AF460972.1_232-315	AF073424.1_1-85
2907	AF457101.1_56-139	AF281696.1_65-148
2908	AY451134.1_148-231	AY371142.1_59-142
2909	AY134938.1_65-148	AF069948.1_74-157
2910	AF110973.1_344-427	AF121472.1_65-148
2911	AF326171.1_62-145	AF084740.1_65-148
2912	AJ245481.2_875-958	AF385935.1_874-957
2913	AB044047.1_65-148	AY139446.1_35-118
2914	X99948.1_65-148	AB074078.1_95-178
2915	L11795.1_65-148	U86779.1_112-195
2916	U56355.1_8-91	Z79570.1_65-148
2917	AY128254.1_65-148	AF391257.1_63-146
2918	AF516184.1_262-345	AF529652.1_65-148
2919	AB074063.1_116-199	AY371122.1_59-142
2920	AF386055.1_65-148	AF193277.1_230-313
2921	AY247251.1_104-187	AF443075.1_230-313
2922	AF332867.1_388-471	AF084784.1_65-148
2923	AF115449.1_65-148	AY451080.1_148-231
2924	AB078688.1_65-148	AF457079.1_59-142
2925	Z97088.1_19-102	AY161888.1_169-252
2926	AY139479.1_35-118	AB115528.1_65-148
2927	AF481778.1_65-148	AY262830.1_59-142
2928	AF069944.1_74-157	AY288867.1_65-148
2929	AY178916.1_20-103	AY371128.1_59-142
2930	AB044043.1_65-148	AF084936.1_839-922
2931	AY118159.1_400-483	AJ249238.1_65-148
2932	AJ508596.1_872-955	AF418366.1_65-148
2933	U56890.1_65-148	AF084712.1_65-148
2934	U52953.1_204-287	AF484492.1_59-142
2935	AF543978.1_38-121	AF480731.1_11-94
2936	AF005494.1_197-280	AY451195.1_147-230
2937	AB042493.1_65-148	AY451108.1_148-231
2938	Z79544.1_65-148	AF484503.1_59-142
2939	AB025068.1_65-148	AF121486.1_65-148
2940	AF084761.1_65-148	L11771.1_65-148
2941	AJ508597.1_866-949	AB044057.1_65-148
2942	AF457068.1_59-142	L03706.1_65-148
2943	AB034889.1_65-148	AY371135.1_59-142
2944	AF457091.1_59-142	AY282185.1_65-148
2945	U11549.1_65-148	AF377957.1_59-142
2946	AF491244.1_65-148	AY037274.1_59-142
2947	Z97080.1_19-102	AB078714.1_65-148
2948	AB044042.1_65-148	AY463221.1_277-360
2949	AF281721.1_65-148	AF529573.1_87-170
2950	AF457088.1_59-142	Z79549.1_65-148
2951	AF073423.1_65-148	AF418330.1_65-148
2952	U56891.1_65-148	AY371165.1_59-142
2953	AY451152.1_147-230	U07238.1_71-154
2954	AY288878.1_65-148	AB081219.1_65-148
2955	X70519.1_115-198	AY451170.1_147-230
2956	AF192135.1_250-333	AY037266.1_59-142
2957	AF457090.1_59-142	AY282197.1_65-148
2958	AF386020.1_65-148	AB115516.1_65-148
2959	AF286236.1_352-435	AF457054.1_59-142
2960	AB081205.1_65-148	Z79534.1_65-148
2961	AF155541.1_65-148	U56894.1_65-148
2962	AF084711.1_65-148	AY227107.1_204-287
2963	AF069672.1_59-142	AF543957.1_38-121
2964	AB034861.1_75-158	AJ437049.1_65-148
2965	AJ276698.1_65-148	AF443078.1_234-317
2966	AF386058.1_65-148	AF529640.1_65-148
2967	AF082394.1_177-260	AJ293865.1_209-292
2968	AY255824.1_59-142	AF457077.1_59-142
2969	AF076474.1_223-306	AF443096.1_231-314
2970	AB081229.1_65-148	AF255925.1_20-103
2971	AY037276.1_59-142	AB098331.1_838-921
2972	AF067154.1_233-316	AY046058.1_143-226
2973	AF544010.1_65-148	AB052867.1_864-947
2974	AF418315.1_65-147	AF386038.1_65-148
2975	AB044067.1_65-148	AB034898.1_65-148
2976	AJ437045.1_65-148	L11786.1_65-148
2977	AF069140.1_851-934	AF377956.1_59-142
2978	Z79577.1_65-148	AY352657.1_218-301
2979	L11783.1_65-148	AY161886.1_172-255
2980	K03457.1_176-259	AF457075.1_59-142
2981	AF184155.1_88-171	AB115519.1_65-148
2982	AF442565.1_221-304	U29403.1_65-148
2983	AF386034.1_65-148	AY161889.1_172-255
2984	Z79565.1_65-148	AY371163.1_59-142
2985	Z79563.1_65-148	AY038250.1_65-148
2986	U29412.1_65-149	AF484479.1_59-142
2987	AF457069.1_59-142	AJ320484.1_878-961
2988	AF256206.1_854-937	AF484499.1_59-142
2989	AF443108.1_228-311	L11773.1_65-148
2990	AY371130.1_59-142	AY178928.1_20-103
2991	AF457089.1_59-142	AF084751.1_65-148
2992	L11754.1_65-148	AY451135.1_148-231
2993	U68519.1_65-148	AY371156.1_59-142
2994	AF361877.1_61-144	AF386050.1_65-148
2995	AF538304.1_855-938	AB049811.1_865-948
2996	Z79548.1_65-148	AY288848.1_65-148
2997	AF191480.1_18-101	AF533129.1_65-148
2998	Z97108.1_19-102	AF110962.1_344-427
2999	AF075703.1_195-278	AF084702.1_64-148
3000	AY451172.1_147-230	AF391260.1_65-148
3001	AF386029.1_65-148	AF386035.1_65-148
3002	Z79554.1_65-148	AY339787.1_61-144
3003	AF443105.1_231-314	L11764.1_65-148
3004	K03454.1_400-483	AF484493.1_59-142
3005	AY371132.1_59-142	AF030958.1_65-148
3006	AF484486.1_59-142	AY178927.1_20-103
3007	AY206657.1_65-148	AY371155.1_59-142
3008	L11772.1_65-148	AY038248.1_65-148
3009	AJ437030.1_65-148	AF529639.1_65-148
3010	AF361879.1_65-148	AF017979.1_25-108
3011	U86771.1_97-180	AF481777.1_65-148
3012	AY371127.1_59-142	Z97096.1_19-102
3013	AY187680.1_65-148	L11787.1_65-148
3014	AB074072.1_110-193	AY008718.1_61-144
3015	AB042474.1_65-148	AF457071.1_59-142
3016	AY371152.1_59-142	AF443091.1_230-313
3017	AY161882.1_171-254	AB081211.1_65-148
3018	AY134950.1_65-148	AY134913.1_65-148
3019	AB078686.1_65-148	AF484496.1_59-142
3020	U56341.1_29-112	AB081225.1_65-148
3021	AF457055.1_59-142	AF457061.1_59-142
3022	L11774.1_65-148	AF532726.1_65-148
3023	AF386016.1_65-148	AF443074.1_228-311
3024	AF543965.1_38-121	U56356.1_71-154
3025	AF115447.1_65-148	AB115536.1_65-148
3026	AF443095.1_230-313	AJ249237.1_66-149
3027	L11799.1_65-148	AF286227.1_203-286
3028	AF543968.1_38-121	AF529572.1_80-163
3029	AB078700.1_65-148	Y13196.1_56-139
3030	AB034901.1_65-148	AF457070.1_59-142
3031	AF030952.1_65-148	AB081213.1_65-148
3032	AF484514.1_59-142	AY451144.1_147-230
3033	AP005206.1_65-148	AY371124.1_59-142
3034	AF159874.1_145-228	AF190128.1_181-264
3035	AJ437047.1_65-148	AF042101.1_856-939
3036	AF418369.1_65-148	L22086.1_65-148
3037	AB081749.1_65-148	U56344.1_65-148
3038	AB042495.1_65-148	AB034891.1_65-148
3039	AY178912.1_18-101	AB115523.1_65-148
3040	Z97099.1_19-102	AY451179.1_148-231
3041	AY371164.1_59-142	AF281762.1_65-148
3042	Z97083.1_19-102	AY451153.1_147-230
3043	AY169804.1_341-424	L20571.1_881-964
3044	AB042486.1_65-148	AY288846.1_65-148
3045	AF484521.1_59-142	AF484507.1_59-142
3046	AY038237.1_65-148	AJ252871.1_65-148
3047	AB034899.1_65-148	AF017899.1_10-93
3048	AY463228.1_303-386	Z79545.1_65-148
3049	U29259.1_65-148	X99949.1_65-148
3050	AB115518.1_65-148	AF030954.1_65-148
3051	L11784.1_65-148	AY178918.1_20-103
3052	AY352275.1_856-939	AF484477.1_59-142
3053	AF418357.1_65-148	AY134924.1_65-148
3054	AY134987.1_65-148	AY451089.1_148-231
3055	Z79574.1_65-148	AF191478.1_21-104
3056	AF539405.1_194-277	AF491253.1_65-148
3057	AY288843.1_65-148	AF073418.1_17-100
3058	AF084772.1_65-148	AF484485.1_59-142
3059	AY451150.1_147-230	L11797.1_65-148
3060	AF197341.1_797-880	AF543955.1_38-121
3061	AF067157.1_232-315	AF069671.1_86-169
3062	AF121502.1_65-148	AF457060.1_59-142
3063	AY255823.1_59-142	Z79573.1_65-148
3064	AY128255.1_65-148	AF491250.1_65-148
3065	AY162224.1_866-949	AF110970.1_244-327
3066	AY463234.1_304-387	AF543975.1_38-121
3067	AF084692.1_65-148	AY451143.1_147-230
3068	AY371147.1_59-142	AY043174.1_65-148
3069	AF067159.1_232-315	AY371141.1_59-142
3070	AY178919.1_20-103	AY178922.1_20-103
3071	AF529646.1_65-148	AY371154.1_59-142
3072	AF443081.1_230-313	AF457062.1_59-142
3073	AY463222.1_303-386	AY255826.1_59-142
3074	AF418493.1_65-148	AY037269.1_59-142
3075	AB078707.1_65-148	AF418332.1_65-148
3076	AY288888.1_65-148	AF084750.1_65-148
3077	AF386012.1_65-148	AY161885.1_172-255
3078	AY282097.1_65-148	AY371129.1_59-142
3079	AF418338.1_65-148	AY451200.1_147-230
3080	AY463230.1_304-387	Z79578.1_64-147
3081	Z79527.1_65-148	AB034867.1_75-158
3082	AF457064.1_59-142	AF095832.1_65-148
3083	AB074076.1_89-172	AF133821.1_1182-1265
3084	Z97125.1_19-102	AF017875.1_10-93
3085	AF377958.1_59-142	AY371146.1_59-142
3086	AF386044.1_65-148	AY371144.1_59-142
3087	AY178917.1_20-103	AB034900.1_65-148
3088	AF492624.1_230-313	AF069940.1_65-148
3089	U46016.1_234-317	AF443101.1_235-318
3090	AF418439.1_65-148	AY451098.1_148-231
3091	AB078709.1_65-148	AF408626.1_278-361
3092	U63632.1_177-260	AY178929.1_20-103
3093	AF084758.1_65-148	U29264.1_65-149
3094	AF289548.1_233-316	AF457053.1_59-142
3095	AB115515.1_65-148	AF075702.1_176-259
3096	AF386057.1_65-148	AY371126.1_59-142
3097	AB115520.1_65-148	AF107771.1_250-333
3098	AJ291720.1_866-949	AF326148.1_62-145
3099	AY371162.1_59-142	AB115532.1_65-148
3100	AF049337.1_220-303	AY288881.1_65-148
3101	AB081224.1_65-148	AY463236.1_304-387
3102	AF116053.1_50-133	AY451129.1_148-231
3103	AY451104.1_148-231	AY139440.1_35-118
3104	AF443086.1_231-314	AY253854.1_65-148
3105	AY451154.1_147-230	AF017893.1_29-112
3106	AF030947.1_65-148	U56339.1_89-172
3107	AJ249239.1_65-148	AY247233.1_65-148
3108	AF128998.1_182-265	AF084707.1_65-148
3109	AY098611.1_65-148	U29251.1_65-148
3110	L11801.1_65-148	AY206653.1_65-148
3111	AJ291718.1_860-943	AF286234.1_200-283
3112	AF529658.1_65-148	AF030948.1_65-148
3113	AB042488.1_65-148	AJ239083.1_65-148
3114	AY451232.1_148-231	AF116051.1_50-133
3115	AY371158.1_59-142	AY037271.1_59-142
3116	AF491234.1_65-148	AF386059.1_65-148
3117	AF386051.1_65-148	AF538307.1_854-937
3118	AJ006287.1_403-486	U29256.1_65-148
3119	AF443112.1_230-313	AB078692.1_65-148
3120	AY451103.1_148-231	AF017900.1_10-93
3121	AF533121.1_65-148	AF443106.1_231-314
3122	AF533134.1_65-148	AF491236.1_65-148
3123	AY371151.1_59-142	AF543979.1_38-121
3124	AY206661.1_65-148	M17451.1_368-451
3125	Z97086.1_19-102	AF075701.1_175-258
3126	U29265.1_65-148	AF418495.1_65-148
3127	AF484494.1_59-142	AB074051.1_110-193
3128	AF533132.1_65-148	U56340.1_68-151
3129	L11765.1_65-148	AF408629.1_421-504
3130	AB081743.1_65-148	AB115526.1_65-148
3131	U68510.1_65-148	U56893.1_65-148
3132	AF418325.1_66-149	U29409.1_65-148
3133	AJ404321.1_65-148	AF443085.1_229-312
3134	AF049494.1_401-484	Z97134.1_19-102
3135	L11751.1_65-148	AY288839.1_65-148
3136	Z97101.1_19-102	AF084780.1_65-148
3137	AY463227.1_304-387	AF391254.1_65-148
3138	AF411967.1_856-939	AF030957.1_65-148
3139	AY288840.1_65-148	Z79572.1_65-148
3140	AF084771.1_65-148	AF084714.1_65-148
3141	AF119820.1_876-959	AF086817.1_853-936
3142	Z79543.1_65-148	AF484489.1_59-142
3143	Z79528.1_65-148	AF326167.1_61-144
3144	AF017978.1_25-108	AB074055.1_113-196
3145	AY271690.1_862-945	AB078711.1_65-148
3146	Z97082.1_19-102	AF408628.1_303-386
3147	AF110960.1_344-427	AY463225.1_303-386
3148	AB042491.1_65-148	Z97103.1_19-102
3149	U76185.1_65-148	AY161880.1_172-255
3150	AY082968.1_65-148	AF484488.1_59-142
3151	AF116062.1_50-133	AY038247.1_65-148
3152	AY228556.1_856-939	AY161893.1_172-255
3153	AY173953.1_206-289	AY038253.1_65-148
3154	U29421.1_65-148	AY451114.1_148-231
3155	AY371138.1_59-142	AY451211.1_146-229
3156	U29247.1_65-148	AY451220.1_148-231
3157	AF386022.1_65-148	AY178924.1_20-103
3158	Z97075.1_19-102	AY134988.1_65-148
3159	AY451087.1_148-231	AY162350.1_40-123
3160	AY371125.1_59-142	AB115514.1_65-148
3161	AY037283.1_59-142	AY098609.1_65-148
3162	AB074052.1_80-163	U29413.1_65-148
3163	AF538305.1_854-937	AY037278.1_59-142
3164	AF391263.1_65-148	AY158534.1_203-286
3165	AY463219.1_303-386	AF082395.1_178-261
3166	U56896.1_65-148	AY038234.1_65-148
3167	AY288909.1_65-148	Z97084.1_19-102
3168	AF070521.1_854-937	AF418467.1_65-148
3169	AF084760.1_65-148	AY247231.1_65-148
3170	AF443079.1_232-315	AF391267.1_65-148
3171	AF386026.1_65-148	AY288892.1_65-148
3172	AF484480.1_59-142	AF084726.1_65-148
3173	AF197340.1_809-892	AY371136.1_59-142
3174	AF084694.1_65-148	AB074071.1_98-181
3175	AY134964.1_65-148	AF386017.1_65-148
3176	AF391259.1_65-148	AF443107.1_231-314
3177	Z97130.1_19-102	AF084752.1_65-148
3178	AY288862.1_65-148	AF084657.1_65-148
3179	M93258.1_852-935	U29260.1_65-148
3180	AF529638.1_65-148	AF391268.1_65-148
3181	AF069670.1_61-144	AF004885.1_318-401
3182	AY134982.1_65-148	AF084674.1_65-148
3183	AB034869.1_75-158	AB032741.1_823-906
3184	U29246.1_65-148	AY245535.1_65-148
3185	AY288872.1_65-148	Z79568.1_65-148
3186	AB042484.1_65-148	AY288863.1_65-148
3187	AF386043.1_65-148	AB044040.1_65-148
3188	AY451149.1_147-230	AF418480.1_65-148
3189	AY371148.1_59-142	AY371161.1_59-142
3190	AJ437036.1_65-148	AY451215.1_147-230
3191	AF076998.1_206-289	AY134966.1_65-148
3192	AF281722.1_65-148	AB078704.1_65-148
3193	Z97132.1_19-102	U88824.1_203-286
3194	AY038227.1_65-148	AF084673.1_65-148
3195	AY451196.1_147-230	AY288868.1_65-148
3196	AJ252868.1_65-148	AB083567.1_65-148
3197	AY134975.1_65-148	Z79550.1_65-148
3198	AJ404325.1_65-148	AF484498.1_59-142
3199	AF116058.1_50-133	AB078706.1_65-148
3200	U39362.2_853-936	AY134942.1_65-148
3201	AY451133.1_148-231	AY288869.1_65-148
3202	AJ488927.1_72-155	AJ294940.1_148-231
3203	AY451148.1_146-229	M38429.1_854-937
3204	AB081226.1_65-148	AF533130.1_65-148
3205	AF361875.1_61-144	AF470709.1_65-148
3206	M26727.1_400-483	AF084670.1_65-148
3207	AY463217.1_303-386	AF533139.1_65-148
3208	AF484481.1_59-142	AY206664.1_65-148
3209	AF418362.1_65-148	U56889.1_65-148
3210	AY228557.1_869-952	AF443084.1_232-315
3211	AY288858.1_65-148	AF418365.1_65-148
3212	AF418408.1_65-148	AF084725.1_65-148
3213	AF155537.1_65-148	AY275555.1_65-148
3214	AF030956.1_65-148	AF443094.1_231-314
3215	AF457084.1_59-142	M62320.1_321-404
3216	AF281709.1_65-148	AY451171.1_147-230
3217	U88825.1_221-304	AF069669.1_59-142
3218	AF281765.1_65-148	AY451226.1_148-231
3219	AY206656.1_65-148	AY451163.1_147-230
3220	AF480684.1_11-94	AF084654.1_65-148
3221	AF539404.1_338-421	AF423758.1_301-384
3222	AY451141.1_147-230	U29411.1_65-148
3223	AB097865.1_233-316	AY139439.1_35-118
3224	AF386063.1_65-148	AY371133.1_59-142
3225	AF481780.1_65-148	L03705.1_65-148
3226	AY173957.1_219-302	AY288893.1_65-148
3227	AY463233.1_299-382	AY118158.1_399-482
3228	AY451121.1_145-228	AB074059.1_86-169
3229	AF042106.1_656-739	AY288898.1_65-148
3230	AF491241.1_65-148	AB097868.1_871-954
3231	AY253856.1_65-148	AB081218.1_65-148
3232	AF418448.1_65-148	U56899.1_65-148
3233	AY451175.1_148-231	AY038228.1_65-148
3234	AY451151.1_147-230	AF386021.1_65-148
3235	AY282207.1_65-148	AY451227.1_148-231
3236	AF084661.1_65-148	AF121479.1_65-148
3237	AF073400.1_1-82	AY288900.1_65-148
3238	AF084803.1_65-148	AY451084.1_147-230
3239	AY037277.1_59-142	AF538306.1_853-936
3240	AF067155.1_232-315	AF286233.1_200-283
3241	AF084731.1_65-148	U29406.1_65-148
3242	AY451126.1_147-230	AY282092.1_65-148
3243	AY173952.1_203-286	AF073438.1_41-124
3244	AF418324.1_48-131	AF084716.1_65-148
3245	AY288865.1_65-148	AF418455.1_48-131
3246	U29419.1_65-148	AF084719.1_65-148
3247	AY173956.1_101-184	AY206654.1_65-148
3248	AF457052.1_59-142	AF457080.1_59-142
3249	AJ437054.1_65-148	AF386018.1_65-148
3250	AY288885.1_65-148	AY178931.1_20-103
3251	Z79547.1_65-148	AY037272.1_59-142
3252	AF386065.1_65-148	L11761.1_65-148
3253	AY423383.1_385-468	U69584.1_400-483
3254	AY451168.1_147-230	AF386013.1_65-148
3255	AY451185.1_148-231	AF084764.1_65-148
3256	AF411966.1_856-939	AY463220.1_303-386
3257	AF254721.1_515-613	AY162223.1_581-679
3258	L28846.1_453-551	AY228556.1_580-678
3259	AF254676.1_517-615	U89862.1_451-549
3260	AF110965.1_68-166	L02317.1_126-224
3261	AF411965.1_581-679	L28853.1_451-549
3262	L28851.1_453-551	AF239638.1_518-616
3263	AF385934.1_620-718	AY463224.1_28-126
3264	U80509.1_411-509	AF196733.1_579-677
3265	AY463227.1_28-126	U80536.1_411-509
3266	K03458.1_5030-5128	AF096634.1_517-615
3267	L28856.1_453-551	AY463235.1_28-126
3268	U81468.1_411-509	AF110963.1_68-166
3269	AF110974.1_69-167	L28861.1_453-551
3270	U89864.1_451-549	AF096644.1_518-615
3271	L28850.1_453-551	AF196711.1_597-695
3272	L28907.1_462-560	AY228557.1_593-691
3273	AF239657.1_534-632	AF110962.1_68-166
3274	L28912.1_463-561	AY463237.1_28-126
3275	K02013.1_125-223	AY463236.1_28-126
3276	AF256205.1_578-676	L28909.1_464-562
3277	L28892.1_463-561	AF239639.1_529-627
3278	U80515.1_396-494	AF110966.1_68-166
3279	U24467.1_452-550	L28905.1_463-561
3280	U24469.1_452-550	AY463223.1_28-126
3281	U81463.1_412-510	AY463220.1_28-126
3282	U24466.1_452-550	AF196717.1_578-676
3283	AF196727.1_580-678	AF411966.1_579-677
3284	AF196720.1_576-674	L28855.1_453-551
3285	AJ237565.1_594-692	AF538302.1_601-699
3286	U80532.1_411-509	L28843.1_453-551
3287	AF110964.1_68-166	AF196765.1_579-677
3288	U39362.2_578-676	AY423383.1_104-202
3289	AF254677.1_544-642	L28867.1_453-551
3290	AF196737.1_563-661	AF405203.1_211-309
3291	L28841.1_453-551	U81475.1_411-509
3292	AJ271445.1_577-675	U80529.1_412-510
3293	U80521.1_412-510	AY463221.1_1-99
3294	K03454.1_125-223	AF239645.1_518-616
3295	L28913.1_462-560	AF110975.1_69-167
3296	AF405202.1_210-308	L28884.1_495-593
3297	AF196741.1_577-675	U37270.1_383-481
3298	AF286236.1_77-175	U24478.1_452-550
3299	U80519.1_421-519	AF239651.1_517-615
3300	AF254718.1_545-643	U80537.1_412-510
3301	AF538303.1_599-697	AF254704.1_532-630
3302	M93258.1_575-673	AF239627.1_518-616
3303	AF196724.1_579-677	L28871.1_483-581
3304	AF254709.1_516-614	U24474.1_452-550
3305	AF254708.1_507-605	L28879.1_478-576
3306	L28842.1_453-551	L28866.1_453-551
3307	AF096651.1_518-616	L28904.1_462-560
3308	AF133821.1_905-1003	L28876.1_483-581
3309	AF110973.1_69-167	U89866.1_449-547
3310	AF254705.1_517-615	AF408626.1_3-101
3311	L28889.1_483-581	AF096645.1_525-623
3312	U81459.1_412-510	M27323.1_123-221
3313	L28917.1_462-560	AF196752.1_594-692
3314	AF239648.1_539-637	AF254700.1_513-611
3315	AF069140.1_577-675	U88822.1_93-191
3316	AF196730.1_601-699	U89858.1_452-550
3317	U81457.1_411-509	AF254707.1_516-614
3318	U51291.1_488-586	AY463231.1_28-126
3319	U80538.1_412-510	U81480.1_417-515
3320	AY118157.1_126-224	AF254691.1_539-637
3321	AF196762.1_591-689	L28893.1_463-561
3322	D86069.1_579-677	AF405200.1_210-308
3323	AF254711.1_539-637	U69592.1_125-223
3324	AY162224.1_589-687	AF538306.1_578-676
3325	L28868.1_454-552	AF254706.1_516-614
3326	L28874.1_484-582	AF254730.1_518-616
3327	U69590.1_125-223	AF196767.1_578-676
3328	AF254725.1_519-617	AF256210.1_578-676
3329	U73099.1_470-568	AF256207.1_579-677
3330	L28908.1_452-550	L28852.1_453-551
3331	AF239652.1_518-616	L28875.1_485-583
3332	U73100.1_465-563	AF196739.1_576-674
3333	U81469.1_411-509	U51293.1_222-320
3334	AF408627.1_28-126	L28854.1_451-549
3335	D10112.1_581-679	L28862.1_453-551
3336	L28864.1_453-551	L28883.1_495-593
